id,pop,River,sex,lat,lon,TOTAL_LENGTH_mm,Catch_date,Sample_comment,DataComment,Parent_offspring,Full_Sib,Half_Sib,Haplotype_IntermediateQC,yearcollect,Age,Cohort
GGA337,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1225,14/10/2014,NA,NA,NA,NA,NA,HT13,2015,5.72180904,2009
GGA338,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,NA,14/10/2014,NA,NA,NA,NA,NA,HT13,2015,NA,NA
GGA339,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,950,15/10/2014,NA,NA,NA,NA,NA,HT13,2015,2.994265476,2012
GGA340,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,1170,15/10/2014,Recaptured,NA,NA,NA,HS031,HT13,2015,5.087236968,2010
GGA341,Van Diemen Gulf,West Alligator River,F,-12.220221,132.282681,855,15/10/2014,NA,NA,NA,FS027,NA,HT13,2015,2.250039326,2013
GGA342,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,660,15/10/2014,NA,NA,NA,NA,HS047,HT13,2015,0.928161918,2014
GGA343,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,663,15/10/2014,NA,NA,NA,NA,HS013,HT13,2015,0.946762375,2014
GGA344,Van Diemen Gulf,West Alligator River,M,-12.220221,132.282681,666,15/10/2014,NA,NA,NA,NA,HS048,HT06,2015,0.965411082,2014
GGA345,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,1385,6/09/2015,NA,NA,NA,FS024,HS050,HT13,2016,7.969101806,2008
GGA346,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,970,6/09/2015,NA,NA,NA,NA,HS049,HT25,2016,3.161266542,2013
GGA347,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1580,6/09/2015,NA,NA,PO003,NA,NA,HT07,2016,12.23110978,2003
GGA348,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1380,6/09/2015,NA,NA,NA,NA,HS049,HT22,2016,7.887127456,2008
GGA349,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,1060,6/09/2015,NA,NA,NA,NA,NA,HT13,2016,3.964852241,2012
GGA350,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,955,6/09/2015,NA,NA,NA,NA,NA,HT13,2016,3.035653458,2013
GGA351,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1190,6/09/2015,NA,NA,NA,NA,NA,HT13,2016,5.311563206,2010
GGA352,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1310,6/09/2015,NA,NA,NA,NA,NA,HT13,2016,6.827999384,2009
GGA353,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,1240,6/09/2015,NA,NA,NA,FS024,HS050,HT13,2016,5.905057855,2010
GGA354,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,660,7/09/2015,NA,NA,NA,NA,HS043,HT22,2016,0.928161918,2015
GGA355,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,740,7/09/2015,NA,NA,NA,FS014,HS050,HT13,2016,1.441426937,2014
GGA356,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,950,7/09/2015,NA,NA,NA,FS023,NA,HT13,2016,2.994265476,2013
GGA357,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,920,7/09/2015,NA,NA,NA,FS021,HS043,HT22,2016,2.750819892,2013
GGA358,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,730,7/09/2015,NA,NA,NA,NA,HS050,HT13,2016,1.375228747,2014
GGA359,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,910,7/09/2015,NA,NA,NA,NA,NA,HT13,2016,2.671469499,2013
GGA360,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,930,7/09/2015,NA,NA,NA,NA,HS050,HT13,2016,2.83105591,2013
GGA361,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,915,7/09/2015,NA,NA,NA,FS021,HS043,HT22,2016,2.711035216,2013
GGA362,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,900,7/09/2015,NA,NA,NA,FS023,NA,HT13,2016,2.592985394,2013
GGA363,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,855,7/09/2015,NA,NA,NA,NA,HS023,HT13,2016,2.250039326,2013
GGA364,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,780,7/09/2015,NA,NA,NA,FS014,HS050,HT13,2016,1.712489115,2014
GGA365,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1010,7/09/2015,NA,NA,NA,FS015,HS050,HT13,2016,3.507377789,2012
GGA366,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1060,7/09/2015,NA,HighHet (but only within Wildman analysis,NA,FS015,HS050,HT13,2016,3.964852241,2012
GGA367,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,905,7/09/2015,NA,NA,NA,NA,HS021,HT22,2016,2.632120344,2013
GGA368,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,765,7/09/2015,NA,NA,NA,NA,HS022,HT13,2016,1.609639398,2014
GGA369,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,870,7/09/2015,NA,NA,NA,NA,HS060,HT13,2016,2.362546671,2013
GGA370,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,932,7/09/2015,NA,NA,NA,NA,HS050,HT13,2016,2.847211136,2013
GGA371,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1243,7/09/2015,NA,NA,NA,FS003,NA,HT13,2016,5.94227488,2010
GGA372,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,607,7/09/2015,NA,NA,NA,NA,HS060,HT13,2016,0.607248978,2015
GGA373,Van Diemen Gulf,Wildman River,M,-12.295019,132.060536,1020,8/09/2015,NA,NA,NA,NA,NA,HT06,2016,3.596573382,2012
GGA374,Van Diemen Gulf,Wildman River,F,-12.295019,132.060536,1305,8/09/2015,NA,NA,NA,NA,HS060,HT13,2016,6.757998124,2009
GGL001,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1670,23/11/2013,NA,NA,NA,NA,NA,HT08,2014,15.59212414,1998
GGL002,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1000,24/11/2013,NA,NA,NA,FS025,NA,HT06,2014,3.419275306,2010
GGL003,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1575,24/11/2013,NA,NA,NA,NA,HS051,HT06,2014,12.08348504,2002
GGL004,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1080,26/11/2013,NA,NA,NA,NA,NA,HT06,2014,4.156316889,2010
GGL005,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,985,26/11/2013,NA,NA,NA,NA,NA,HT10,2014,3.289113526,2011
GGL006,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1330,27/11/2013,NA,NA,NA,NA,HS020,HT25,2014,7.115026432,2007
GGL007,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1450,8/07/2014,NA,NA,NA,NA,HS055,HT06,2015,9.129706987,2005
GGL008,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,745,18/11/2014,NA,NA,NA,NA,HS052,HT10,2015,1.47475603,2013
GGL009,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,785,18/11/2014,NA,NA,NA,NA,NA,NA,2015,1.747101953,2013
GGL010,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,660,18/11/2014,NA,NA,NA,NA,NA,HT06,2015,0.928161918,2014
GGL011,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1243,19/11/2014,NA,NA,NA,NA,NA,NA,2015,5.94227488,2009
GGL012,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1130,19/11/2014,NA,NA,NA,NA,NA,HT10,2015,4.658551264,2010
GGL013,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,755,20/11/2014,NA,NA,NA,NA,HS051,NA,2015,1.541881379,2013
GGL014,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,865,26/11/2014,NA,NA,NA,NA,NA,HT06,2015,2.324848249,2013
GGL015,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,675,20/11/2015,NA,NA,NA,NA,HS051,HT06,2016,1.021649225,2015
GGL016,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,555,1/12/2015,NA,NA,NA,NA,HS051,NA,2016,0.305727547,2016
GGL017,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,660,1/12/2015,NA,NA,NA,NA,NA,NA,2016,0.928161918,2015
GGL018,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,700,2/12/2015,NA,NA,NA,NA,HS054,HT13,2016,1.18021482,2015
GGL019,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,735,4/12/2015,NA,NA,NA,NA,HS055,NA,2016,1.408251647,2015
GGL020,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1220,5/12/2015,NA,NA,NA,NA,NA,NA,2016,5.661749605,2010
GGL021,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1120,5/12/2015,NA,NA,NA,NA,HS052,NA,2016,4.555258213,2011
GGL022,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,675,5/12/2015,NA,NA,NA,NA,NA,HT10,2016,1.021649225,2015
GGL023,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,695,6/12/2015,NA,NA,NA,NA,HS046,HT06,2016,1.148220674,2015
GGL024,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,NA,6/12/2015,NA,NA,NA,NA,NA,HT25,2016,NA,NA
GGL025,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1235,8/12/2015,NA,NA,NA,NA,NA,HT13,2016,5.843454457,2010
GGL026,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,720,8/12/2015,NA,NA,NA,NA,HS053,HT24,2016,1.309634564,2015
GGL027,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,765,10/12/2015,NA,NA,NA,NA,NA,HT06,2016,1.609639398,2014
GGL028,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1385,10/12/2015,NA,NA,NA,NA,HS054,HT06,2016,7.969101806,2008
GGL029,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1005,10/12/2015,NA,NA,NA,NA,NA,HT25,2016,3.463191586,2012
GGL030,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,970,10/12/2015,NA,NA,NA,NA,HS055,HT06,2016,3.161266542,2013
GGL031,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,880,10/12/2015,NA,NA,NA,NA,HS056,HT06,2016,2.438541804,2014
GGL032,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1375,10/12/2015,NA,LowHet,NA,NA,NA,HT25,2016,7.806077301,2008
GGL033,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1225,19/12/2015,NA,NA,NA,FS025,NA,HT06,2016,5.72180904,2010
GGL034,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1550,11/10/2016,Recaptured,NA,NA,NA,NA,NA,NA,11.38767422,2005
GGL035,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1415,12/10/2016,NA,NA,NA,NA,NA,NA,NA,8.481604205,2008
GGL036,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,925,12/10/2016,NA,NA,NA,NA,NA,NA,NA,2.790825964,2014
GGL037,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1650,14/10/2016,NA,NA,NA,NA,NA,NA,NA,14.69792055,2002
GGL038,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,880,23/10/2016,Recaptured 3X,NA,NA,NA,NA,NA,NA,2.438541804,2014
GGL039,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,972,24/10/2016,NA,NA,NA,NA,NA,NA,NA,3.178182014,2014
GGL040,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1186,24/10/2016,NA,NA,NA,NA,NA,NA,NA,5.266134476,2012
GGL041,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,962,24/10/2016,NA,NA,NA,NA,NA,NA,NA,3.093999874,2014
GGL042,Van Diemen Gulf,Adelaide River,M,-12.217794,131.222034,1550,26/10/2016,NA,NA,NA,NA,NA,NA,NA,11.38767422,2005
GGL043,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,945,9/11/2016,NA,NA,NA,NA,NA,NA,NA,2.953114404,2014
GGL044,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,645,11/11/2016,NA,NA,NA,NA,NA,NA,NA,0.835874738,2016
GGL045,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,815,11/11/2016,NA,NA,NA,NA,NA,NA,NA,1.958353371,2015
GGL046,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1035,23/11/2016,NA,NA,NA,NA,NA,NA,NA,3.732476722,2013
GGL047,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1393,24/11/2016,NA,NA,NA,NA,NA,NA,NA,8.102236585,2009
GGL048,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1420,24/11/2016,NA,NA,NA,NA,NA,NA,NA,8.570689268,2008
GGL049,Van Diemen Gulf,Adelaide River,F,-12.217794,131.222034,1010,28/11/2016,NA,NA,NA,NA,NA,NA,NA,3.507377789,2013
GGS001,Van Diemen Gulf,Sampan Creek,F,-12.255397,131.772486,975,5/09/2013,NA,NA,NA,NA,NA,HT09,2014,3.203630086,2010
GGS002,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,815,5/09/2013,NA,NA,NA,NA,NA,HT22,2014,1.958353371,2012
GGS003,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1225,5/09/2013,NA,NA,NA,NA,NA,HT13,2014,5.72180904,2008
GGS004,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1260,5/09/2013,NA,NA,NA,FS026,NA,HT25,2014,6.15689,2008
GGS005,Van Diemen Gulf,Sampan Creek,F,-12.255397,131.772486,925,5/09/2013,NA,NA,NA,NA,NA,HT13,2014,2.790825964,2011
GGS006,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1070,5/09/2013,NA,NA,NA,NA,HS028,HT22,2014,4.05994718,2010
GGS007,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1240,5/09/2013,NA,NA,NA,NA,NA,HT06,2014,5.905057855,2008
GGS008,Van Diemen Gulf,Sampan Creek,F,-12.255397,131.772486,1070,5/09/2013,NA,NA,NA,NA,NA,HT13,2014,4.05994718,2010
GGS009,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,850,5/09/2013,NA,NA,NA,NA,HS058,HT13,2014,2.212924775,2011
GGS010,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,835,5/09/2013,NA,NA,NA,NA,NA,HT13,2014,2.102717109,2012
GGS011,Van Diemen Gulf,Sampan Creek,F,-12.255397,131.772486,1240,14/12/2015,NA,NA,NA,NA,NA,HT13,2016,5.905057855,2010
GGS012,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1304,14/12/2015,NA,NA,NA,FS026,NA,HT25,2016,6.744079296,2009
GGS013,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1155,14/12/2015,NA,NA,NA,NA,NA,HT07,2016,4.923469691,2011
GGS014,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1066,14/12/2015,NA,NA,NA,NA,NA,HT13,2016,4.021758126,2012
GGS015,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1272,14/12/2015,NA,NA,NA,NA,NA,HT22,2016,6.312335464,2010
GGS016,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1365,14/12/2015,NA,NA,NA,NA,HS020,HT21,2016,7.646667829,2008
GGS017,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1358,15/12/2015,NA,NA,NA,NA,HS057,HT25,2016,7.537147739,2008
GGS018,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1064,15/12/2015,NA,NA,NA,NA,HS025,HT13,2016,4.002739404,2012
GGS019,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1365,15/12/2015,NA,NA,NA,NA,HS035,HT25,2016,7.646667829,2008
GGS020,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1175,15/12/2015,NA,NA,NA,NA,NA,HT13,2016,5.142665713,2011
GGS021,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,795,15/12/2015,NA,NA,NA,NA,HS058,HT13,2016,1.816831623,2014
GGS022,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1189,15/12/2015,NA,NA,NA,NA,NA,HT25,2016,5.300179082,2011
GGS023,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1505,15/12/2015,NA,NA,NA,NA,NA,HT13,2016,10.28326449,2006
GGS024,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1065,15/12/2015,NA,NA,NA,NA,NA,HT25,2016,4.012242476,2012
GGS025,Van Diemen Gulf,Sampan Creek,F,-12.255397,131.772486,1085,15/12/2015,NA,NA,NA,FS001,NA,HT06,2016,4.204990552,2012
GGS026,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,810,15/12/2015,NA,NA,NA,NA,HS007,HT07,2016,1.922710895,2014
GGS027,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1442,15/12/2015,NA,NA,NA,NA,NA,HT25,2016,8.976334288,2007
GGS028,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1459,21/12/2015,NA,NA,NA,NA,NA,HT13,2016,9.30625516,2007
GGS029,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,1460,21/12/2015,NA,NA,NA,NA,NA,HT06,2016,9.326141957,2007
GGS030,Van Diemen Gulf,Sampan Creek,M,-12.255397,131.772486,862,21/12/2015,NA,NA,NA,NA,NA,HT06,2016,2.302323721,2014
GGSA010,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,740,21/02/2012,NA,NA,NA,NA,NA,NA,2012,1.441426937,2011
GGSA011,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,750,21/01/2012,NA,LowHet,NA,NA,NA,NA,2012,1.50824036,2011
GGSA012,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,1300,21/01/2012,NA,G.glyphis,NA,NA,NA,NA,2012,6.688671911,2005
GGSA013,Van Diemen Gulf,South Alligator River,U,-12.205557,132.389787,NA,21/01/2012,NA,NA,NA,NA,HS002,HT06,2012,NA,NA
GGSA014,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,895,22/01/2013,NA,NA,NA,NA,HS053,HT25,2013,2.554062328,2011
GGSA015,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1350,22/01/2013,NA,NA,NA,NA,HS059,HT06,2013,7.413991449,2006
GGSA016,Van Diemen Gulf,South Alligator River,F,-12.205557,132.389787,1700,22/01/2012,NA,LowHet,NA,NA,NA,NA,2012,17.18442674,1995
GGSA017,Van Diemen Gulf,South Alligator River,M,-12.205557,132.389787,775,22/01/2012,NA,NA,NA,NA,HS009,NA,2012,1.678042127,2010
