id,pop,Region,sex,Date_sampled,TOTAL_LENGTH_mm,DUP,Full_sib,Half_sib,Parent_offspring
CLSH062,Australia,W-PAC,M,15/01/2019,2760,NA,NA,NA,NA
CLSH063-M,Australia,W-PAC,M,29/01/2019,2720,NA,NA,NA,NA
CLSH064-M,Australia,W-PAC,M,29/01/2019,2370,NA,NA,NA,NA
CLSH065,Australia,W-PAC,M,30/01/2019,2900,NA,NA,NA,NA
CLSH067-M,Australia,W-PAC,M,19/02/2019,2870,NA,NA,HS007,PO003
CLSH068-M,Australia,W-PAC,M,19/02/2019,2520,NA,NA,NA,NA
CLSH069-M,Australia,W-PAC,M,6/03/2019,2850,NA,NA,NA,NA
CLSH071-F,Australia,W-PAC,F,21/03/2019,2550,NA,NA,NA,NA
CLSH072-F,Australia,W-PAC,F,27/03/2019,2070,NA,NA,HS007,PO003
CL-SIL001-F,Sierra Leone,E-ATL,F,16/06/2006,NA,NA,NA,NA,NA
CL-SRL002-F,Sri Lanka,N-IO,F,12/09/2017,3100,NA,NA,NA,NA
CL-SRL003-M,Sri Lanka,N-IO,M,12/09/2017,2730,NA,NA,NA,NA
CL-SRL008-F,Sri Lanka,N-IO,F,29/09/2017,2730,NA,NA,NA,NA
CL-SRL010-M,Sri Lanka,N-IO,M,1/10/2017,1900,NA,NA,NA,NA
CL-SRL011-F,Sri Lanka,N-IO,F,4/10/2017,2630,NA,NA,NA,NA
CL-SRL012-F,Sri Lanka,N-IO,F,13/12/2017,820,NA,NA,NA,NA
CL-SRL013-M,Sri Lanka,N-IO,M,13/02/2018,2780,NA,NA,NA,NA
CL-SRL014-F,Sri Lanka,N-IO,F,22/03/2018,2550,NA,NA,NA,NA
CL-SRL015-M,Sri Lanka,N-IO,M,19/04/2018,1730,NA,NA,NA,NA
CL-SRL018-M,Sri Lanka,N-IO,M,29/09/2018,1280,NA,NA,NA,NA
CL-SRL019-U,Sri Lanka,N-IO,U,20/10/2017,2970,NA,NA,NA,NA
CL-SRL020-F,Sri Lanka,N-IO,F,6/10/2017,2500,NA,NA,NA,NA
CL-TAI001-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CL-TAI002-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CL-TAI004-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CL-TAI005-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CL-TAI006-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CL-TAI007-U,Thailand,N-IO,U,NA,NA,NA,NA,NA,NA
CLTI002,Australia,W-PAC,F,1/01/2004,980,NA,NA,NA,NA
CLTI004-F,Australia,W-PAC,F,1/01/2004,855,NA,NA,NA,NA
CLTO001-F,Australia,E-IO,F,29/07/2002,1184,NA,FS015,NA,PO001
CLTO002-M,Australia,E-IO,M,30/07/2002,865,NA,NA,NA,NA
CLTO003,Australia,E-IO,M,30/07/2002,1112,NA,NA,NA,NA
CLTO004,Australia,E-IO,M,30/07/2002,1130,NA,NA,NA,NA
CLTO005,Australia,E-IO,M,30/07/2002,912,NA,NA,NA,NA
CLTO006-M,Australia,E-IO,M,30/07/2002,1132,NA,NA,NA,NA
CLTO007-M,Australia,E-IO,M,30/07/2002,1151,NA,NA,NA,NA
CLTO008-F,Australia,E-IO,F,30/07/2002,1182,NA,NA,NA,NA
CLTO009-F,Australia,E-IO,F,29/07/2002,1248,NA,NA,NA,NA
CLTO012-M,Australia,E-IO,M,30/07/2002,1150,NA,FS015,HS018,PO001
CLUNK001,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK002-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK003-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK004,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK005-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK006-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK007-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK008-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK009-U,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK010,Australia,E-IO/W-PAC,U,NA,NA,NA,NA,NA,NA
CLUNK014-U,Australia,E-IO/W-PAC,U,1/05/2009,NA,NA,NA,NA,NA
CLUNK015-U,Australia,E-IO,U,2009,NA,DUP002,NA,NA,NA
CLUNK016-U,Australia,E-IO,U,2009,NA,DUP003,NA,NA,NA
CLW001-U,Australia,E-IO,U,NA,NA,DUP004,NA,NA,NA
CLW004,Australia,E-IO,M,NA,NA,NA,NA,NA,NA
CLW006-F,Australia,E-IO,F,NA,NA,NA,NA,NA,NA
CLW007-M,Australia,E-IO,M,NA,NA,NA,NA,NA,NA
CLW008-F,Australia,E-IO,F,NA,NA,NA,NA,NA,NA
CLW011-M,Australia,E-IO,M,NA,NA,NA,NA,NA,NA
CLW012-M,Australia,E-IO,M,NA,NA,NA,NA,NA,NA
CLW013-M,Australia,E-IO,M,NA,NA,NA,NA,NA,NA
CLW014-U,Australia,E-IO,U,12/12/2005,NA,DUP004,NA,NA,NA
CLW015-U,Australia,E-IO,U,12/12/2005,NA,DUP003,NA,NA,NA
CLW016,Australia,E-IO,U,12/12/2005,NA,DUP002,NA,NA,NA
CLW017-M,Australia,E-IO,M,12/09/2002,1040,NA,NA,NA,NA
CLW018-F,Australia,E-IO,F,15/09/2002,985,NA,NA,NA,NA
CLW019-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,HS019,NA
CLW020-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
CLW021-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
CLW022,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
CLW023-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
CLW024-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,HS018,NA
CLW025-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
CLW026-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,HS019,NA
CLW027-U,Australia,E-IO,U,12/03/2004,NA,NA,NA,NA,NA
